split_id,best_epoch,back_param,stay_param,explored_param,unexplored_param
0,18,-0.0013423903146758676,-1.009953260421753,0.004492493346333504,5.007720947265625
1,29,-0.003741879714652896,-1.0016332864761353,-0.01655663549900055,5.012875080108643
