split,sample_idx,node_id,energy,in_degree,out_degree,tot_degree
0,85,59,0.003086419776082039,1,1,2
0,85,95,0.003086419776082039,4,4,8
0,85,105,0.003086419776082039,9,9,18
0,87,4,0.012345679104328156,5,5,10
0,87,15,0.003086419776082039,11,11,22
0,87,16,0.003086419776082039,16,16,32
0,87,17,0.04938271641731262,4,4,8
0,87,24,0.012345679104328156,3,3,6
0,87,78,0.003086419776082039,3,3,6
0,87,80,0.003086419776082039,6,6,12
0,87,82,0.012345679104328156,2,2,4
0,87,83,0.012345679104328156,4,4,8
0,87,100,0.003086419776082039,1,1,2
0,87,104,0.003086419776082039,1,1,2
0,89,3,0.012345679104328156,10,10,20
0,89,10,0.003086419776082039,4,4,8
0,89,11,0.003086419776082039,6,6,12
0,89,15,0.012345679104328156,11,11,22
0,89,16,0.003086419776082039,16,16,32
0,89,17,0.012345679104328156,4,4,8
0,89,26,0.003086419776082039,12,12,24
0,89,46,0.003086419776082039,2,2,4
0,89,53,0.003086419776082039,3,3,6
0,89,56,0.003086419776082039,6,6,12
0,89,71,0.012345679104328156,20,20,40
0,89,93,0.003086419776082039,9,9,18
0,89,107,0.003086419776082039,1,1,2
0,89,111,0.003086419776082039,2,2,4
0,90,3,0.003086419776082039,10,10,20
0,90,9,0.012345679104328156,9,9,18
0,90,10,0.003086419776082039,4,4,8
0,90,13,0.003086419776082039,2,2,4
0,90,14,0.012345679104328156,5,5,10
0,90,15,0.003086419776082039,10,10,20
0,90,16,0.012345679104328156,16,16,32
0,90,17,0.003086419776082039,4,4,8
0,90,24,0.003086419776082039,3,3,6
0,90,27,0.003086419776082039,3,3,6
0,90,56,0.003086419776082039,2,2,4
0,90,69,0.003086419776082039,20,20,40
0,90,80,0.003086419776082039,6,6,12
0,90,98,0.003086419776082039,9,9,18
0,90,104,0.003086419776082039,2,2,4
0,93,2,0.003086419776082039,5,5,10
0,93,6,0.0277777798473835,10,10,20
0,93,15,0.003086419776082039,12,12,24
0,93,16,0.003086419776082039,4,4,8
0,93,22,0.003086419776082039,12,12,24
0,93,39,0.003086419776082039,6,6,12
0,93,40,0.003086419776082039,3,3,6
0,93,46,0.003086419776082039,1,1,2
0,93,47,0.012345679104328156,12,12,24
0,93,49,0.012345679104328156,3,3,6
0,93,50,0.012345679104328156,1,1,2
0,93,59,0.003086419776082039,2,2,4
0,93,76,0.003086419776082039,7,7,14
0,94,2,0.003086419776082039,6,6,12
0,94,6,0.003086419776082039,9,9,18
0,94,9,0.003086419776082039,9,9,18
0,94,10,0.003086419776082039,4,4,8
0,94,22,0.003086419776082039,3,3,6
0,94,41,0.003086419776082039,6,6,12
0,94,43,0.003086419776082039,2,2,4
0,94,51,0.012345679104328156,3,3,6
0,94,52,0.012345679104328156,1,1,2
0,94,53,0.012345679104328156,1,1,2
0,94,71,0.04938271641731262,9,9,18
0,94,72,0.003086419776082039,1,1,2
0,97,2,0.012345679104328156,6,6,12
0,97,4,0.003086419776082039,5,5,10
0,97,14,0.003086419776082039,11,11,22
0,97,16,0.003086419776082039,5,5,10
0,97,19,0.003086419776082039,3,3,6
0,97,20,0.003086419776082039,3,3,6
0,97,37,0.012345679104328156,6,6,12
0,97,38,0.0277777798473835,3,3,6
0,97,54,0.012345679104328156,20,20,40
0,97,64,0.003086419776082039,6,6,12
0,97,74,0.003086419776082039,8,8,16
0,97,78,0.003086419776082039,3,3,6
0,97,82,0.003086419776082039,9,9,18
0,98,12,0.003086419776082039,5,5,10
0,98,13,0.003086419776082039,8,8,16
0,98,14,0.003086419776082039,11,11,22
0,98,15,0.003086419776082039,4,4,8
0,98,37,0.003086419776082039,6,6,12
0,98,38,0.0277777798473835,3,3,6
0,98,47,0.003086419776082039,10,10,20
0,98,54,0.0277777798473835,20,20,40
0,98,57,0.003086419776082039,1,1,2
0,98,64,0.003086419776082039,6,6,12
0,98,73,0.003086419776082039,2,2,4
0,98,82,0.012345679104328156,9,9,18
0,98,83,0.003086419776082039,1,1,2
0,100,4,0.003086419776082039,5,5,10
0,100,5,0.003086419776082039,2,2,4
0,100,15,0.003086419776082039,3,3,6
0,100,16,0.003086419776082039,5,5,10
0,100,35,0.0277777798473835,6,6,12
0,100,37,0.003086419776082039,2,2,4
0,100,48,0.0277777798473835,4,4,8
0,100,60,0.012345679104328156,6,6,12
0,100,62,0.003086419776082039,2,2,4
0,100,63,0.003086419776082039,1,1,2
0,100,67,0.012345679104328156,4,4,8
0,100,80,0.003086419776082039,1,1,2
0,101,1,0.003086419776082039,16,16,32
0,101,3,0.003086419776082039,10,10,20
0,101,6,0.003086419776082039,10,10,20
0,101,12,0.003086419776082039,20,20,40
0,101,15,0.003086419776082039,11,11,22
