split_id,best_epoch,back_param,stay_param,explored_param,unexplored_param
0,82,0.1406458169221878,-1.2150788307189941,0.19716154038906097,5.0591630935668945
1,64,-0.047468896955251694,-0.959155797958374,-0.056563835591077805,4.9971394538879395
